height,block_counts
0,4
1,4
2,6
3,1
4,1
5,6
6,5
7,8
8,10
9,2
10,7
11,1
12,7
13,3
14,2
15,8
16,2
17,3
18,2
19,5
20,5
21,3
22,2
23,6
24,2
25,2
26,1
27,4
28,3
29,8
30,7
31,4
32,5
33,1
34,8
35,5
36,5
37,11
38,2
39,5
40,4
41,6
42,5
43,4
44,8
45,4
46,7
47,5
48,1
49,5
50,8
51,7
52,6
53,3
54,5
55,3
56,4
57,3
58,5
59,3
60,7
61,6
62,8
63,1
64,9
65,5
66,8
67,2
68,9
69,5
70,3
71,7
72,3
73,2
74,6
75,8
76,9
77,8
78,5
79,4
80,9
81,5
82,3
83,5
84,6
85,4
86,5
87,6
88,7
89,6
90,1
91,6
92,5
93,4
94,4
95,5
96,2
97,2
98,5
99,4
100,4
101,5
102,7
103,5
104,6
105,4
106,4
107,2
108,5
109,5
110,5
111,4
112,7
113,3
114,4
115,3
116,6
117,4
118,9
119,7
120,2
121,5
122,6
123,2
124,8
125,6
126,4
127,6
128,4
129,5
130,5
131,6
132,3
133,12
134,3
135,9
136,2
137,7
138,2
139,8
140,6
141,5
142,1
143,2
144,4
145,8
146,7
147,7
148,2
149,6
150,7
151,4
152,6
153,5
154,2
155,3
156,3
157,2
158,4
159,5
160,5
161,6
162,3
163,6
164,7
165,3
166,5
167,4
168,4
169,3
170,3
171,4
172,4
173,6
174,4
175,1
176,4
177,5
178,5
179,5
180,4
181,5
182,5
183,1
184,7
185,3
186,6
187,6
188,5
189,4
190,3
191,2
192,4
193,2
194,5
195,4
196,4
197,4
198,4
199,4
200,4
201,5
202,2
203,6
204,5
205,1
206,2
207,3
208,3
209,2
210,9
211,5
212,10
213,4
214,0
215,9
216,2
217,8
218,1
219,6
220,6
221,2
222,5
223,6
224,5
225,4
226,5
227,3
228,3
229,4
230,5
231,4
232,5
233,1
234,1
235,3
236,3
237,6
238,4
239,4
240,3
241,6
242,2
243,4
244,3
245,8
246,5
247,7
248,4
249,3
250,5
251,3
252,6
253,4
254,3
255,6
256,3
257,5
258,5
259,3
260,7
261,6
262,2
263,3
264,7
265,5
266,5
267,7
268,3
269,3
270,1
271,5
272,7
273,4
274,4
275,2
276,8
277,4
278,5
279,3
280,2
281,3
282,4
283,6
284,2
285,3
286,6
287,2
288,7
289,5
290,4
291,6
292,3
293,5
294,6
295,7
296,1
297,3
298,1
299,2
300,5
301,2
302,4
303,2
304,1
305,7
306,5
307,3
308,1
309,3
310,5
311,4
312,5
313,3
314,6
315,4
316,2
317,7
318,5
319,3
320,4
321,6
322,6
323,4
324,5
325,4
326,6
327,3
328,3
329,3
330,6
331,5
332,10
333,4
334,8
335,3
336,3
337,4
338,5
339,10
340,2
341,7
342,8
343,5
344,4
345,4
346,5
347,6
348,2
349,3
350,4
351,6
352,4
353,2
354,6
355,3
356,2
357,7
358,5
359,6
360,7
361,5
362,3
363,4
364,4
365,3
366,2
367,2
368,4
369,2
370,6
371,6
372,9
373,4
374,10
375,5
376,6
377,5
378,3
379,4
380,7
381,5
382,5
383,4
384,2
385,1
386,8
387,2
388,6
389,7
390,6
391,5
392,5
393,2
394,6
395,5
396,6
397,5
398,0
399,2
400,5
401,5
402,1
403,3
404,7
405,3
406,3
407,6
408,5
409,8
410,6
411,3
412,4
413,5
414,5
415,4
416,7
417,4
418,8
419,3
420,5
421,6
422,3
423,3
424,2
425,3
426,5
427,5
428,3
429,3
430,6
431,5
432,5
433,2
434,3
435,5
436,5
437,4
438,4
439,6
440,2
441,1
442,2
443,2
444,12
445,7
446,5
447,6
448,6
449,8
450,5
451,7
452,6
453,4
454,5
455,4
456,2
457,7
458,4
459,5
460,5
461,7
462,4
463,4
464,7
465,7
466,3
467,1
468,3
469,4
470,5
471,2
472,5
473,3
474,5
475,5
476,8
477,5
478,3
479,4
480,2
481,6
482,5
483,10
484,2
485,12
486,6
487,6
488,3
489,4
490,4
491,5
492,3
493,3
494,3
495,3
496,6
497,5
498,9
499,5
500,7
501,4
502,4
503,6
504,2
505,7
506,7
507,6
508,2
509,5
510,4
511,2
512,4
513,4
514,5
515,6
516,5
517,5
518,3
519,5
520,2
521,6
522,4
523,4
524,6
525,3
526,10
527,4
528,4
529,3
530,7
531,7
532,4
533,7
534,1
535,6
536,3
537,1
538,3
539,5
540,1
541,3
542,7
543,9
544,5
545,3
546,7
547,2
548,6
549,4
550,1
551,2
552,4
553,3
554,0
555,10
556,4
557,3
558,1
559,4
560,7
561,8
562,6
563,4
564,5
565,6
566,3
567,3
568,3
569,6
570,3
571,1
572,4
573,2
574,2
575,4
576,3
577,2
578,9
579,4
580,3
581,3
582,5
583,4
584,5
585,6
586,1
587,5
588,1
589,6
590,6
591,6
592,1
593,9
594,4
595,5
596,8
597,3
598,4
599,3
600,4
601,4
602,5
603,5
604,6
605,3
606,7
607,3
608,5
609,5
610,3
611,5
612,2
613,4
614,5
615,5
616,4
617,11
618,1
619,5
620,7
621,5
622,5
623,5
624,3
625,4
626,10
627,4
628,7
629,9
630,0
631,5
632,2
633,6
634,7
635,0
636,4
637,4
638,7
639,6
640,5
641,3
642,6
643,2
644,5
645,4
646,4
647,7
648,5
649,8
650,3
651,6
652,5
653,1
654,5
655,4
656,2
657,2
658,6
659,7
660,7
661,5
662,4
663,9
664,6
665,4
666,6
667,3
668,2
669,4
670,5
671,5
672,7
673,3
674,7
675,4
676,4
677,4
678,2
679,2
680,2
681,7
682,3
683,7
684,5
685,5
686,9
687,8
688,8
689,3
690,7
691,2
692,8
693,2
694,4
695,4
696,6
697,4
698,1
699,6
700,5
701,1
702,2
703,8
704,6
705,7
706,4
707,5
708,11
709,2
710,4
711,2
712,5
713,6
714,4
715,7
716,6
717,10
718,2
719,0
720,5
721,7
722,7
723,7
724,2
725,2
726,5
727,2
728,3
729,6
730,5
731,7
732,11
733,7
734,4
735,9
736,6
737,4
738,5
739,1
740,2
741,6
742,7
743,8
744,2
745,10
746,6
747,5
748,5
749,4
750,5
751,4
752,5
753,4
754,5
755,3
756,1
757,8
758,4
759,6
760,8
761,3
762,3
763,6
764,3
765,1
766,4
767,2
768,6
769,0
770,5
771,5
772,4
773,6
774,4
775,2
776,3
777,8
778,8
779,6
780,5
781,4
782,6
783,5
784,3
785,5
786,6
787,1
788,8
789,2
790,7
791,6
792,4
793,4
794,5
795,2
796,4
797,4
798,2
799,3
800,9
801,2
802,4
803,4
804,5
805,8
806,3
807,4
808,4
809,10
810,5
811,6
812,3
813,3
814,4
815,7
816,1
817,5
818,2
819,3
820,3
821,3
822,6
823,8
824,3
825,6
826,7
827,3
828,9
829,2
830,5
831,4
832,9
833,7
834,6
835,4
836,5
837,6
838,3
839,3
840,5
841,5
842,7
843,6
844,2
845,3
846,4
847,4
848,3
849,5
850,4
851,2
852,4
853,4
854,3
855,8
856,8
857,8
858,6
859,4
860,6
861,3
862,5
863,6
864,9
865,5
866,6
867,2
868,6
869,5
870,2
871,1
872,5
873,6
874,4
875,3
876,8
877,5
878,7
879,7
880,4
881,5
882,1
883,5
884,10
885,5
886,4
887,4
888,4
889,8
890,2
891,4
892,7
893,4
894,3
895,5
896,5
897,5
898,5
899,5
900,1
901,5
902,6
903,2
904,6
905,7
906,5
907,6
908,1
909,4
910,9
911,5
912,10
913,2
914,8
915,6
916,5
917,5
918,2
919,4
920,2
921,4
922,2
923,3
924,6
925,6
926,2
927,6
928,3
929,4
930,2
931,7
932,1
933,3
934,4
935,5
936,2
937,6
938,8
939,5
940,7
941,5
942,3
943,4
944,5
945,2
946,5
947,4
948,5
949,8
950,8
951,6
952,1
953,4
954,5
955,5
956,5
957,6
958,7
959,3
960,2
961,5
962,5
963,5
964,3
965,5
966,5
967,5
968,4
969,8
970,2
971,1
972,3
973,1
974,5
975,5
976,7
977,5
978,3
979,7
980,5
981,3
982,6
983,4
984,2
985,4
986,4
987,5
988,3
989,6
990,3
991,3
992,6
993,3
994,9
995,3
996,3
997,5
998,1
999,4
1000,5
1001,5
1002,5
1003,4
1004,6
1005,5
1006,3
1007,5
1008,6
1009,4
1010,4
1011,4
1012,8
1013,10
1014,4
1015,10
1016,7
1017,3
1018,5
1019,2
1020,4
1021,4
1022,5
1023,4
1024,8
1025,3
1026,5
1027,5
1028,4
1029,4
1030,4
1031,7
1032,5
1033,5
1034,3
1035,3
1036,7
1037,1
1038,2
1039,2
1040,7
1041,5
1042,3
1043,2
1044,6
1045,5
1046,4
1047,4
1048,6
1049,5
1050,6
1051,7
1052,5
1053,4
1054,3
1055,3
1056,5
1057,3
1058,4
1059,7
1060,1
1061,5
1062,5
1063,3
1064,8
1065,1
1066,11
1067,5
1068,2
1069,3
1070,6
1071,4
1072,5
1073,4
1074,5
1075,4
1076,1
1077,4
1078,2
1079,6
1080,6
1081,3
1082,0
1083,5
1084,3
1085,6
1086,9
1087,3
1088,4
1089,4
1090,4
1091,5
1092,2
1093,3
1094,4
1095,4
1096,5
1097,6
1098,3
1099,4
1100,3
1101,8
1102,1
1103,3
1104,1
1105,6
1106,4
1107,4
1108,12
1109,4
1110,11
1111,5
1112,6
1113,6
1114,7
1115,6
1116,6
1117,9
1118,4
1119,2
1120,5
1121,6
1122,7
1123,7
1124,6
1125,4
1126,6
1127,5
1128,6
1129,5
1130,8
1131,5
1132,3
1133,1
1134,7
1135,2
1136,7
1137,4
1138,6
1139,7
1140,10
1141,2
1142,2
1143,3
1144,4
1145,2
1146,6
1147,1
1148,5
1149,3
1150,8
1151,7
1152,7
1153,4
1154,10
1155,8
1156,1
1157,4
1158,3
1159,2
1160,2
1161,4
1162,4
1163,8
1164,3
1165,7
1166,2
1167,5
1168,1
1169,3
1170,7
1171,1
1172,4
1173,3
1174,4
1175,4
1176,6
1177,5
1178,5
1179,3
1180,4
1181,10
1182,4
1183,6
1184,4
1185,5
1186,6
1187,7
1188,5
1189,2
1190,3
1191,2
1192,4
1193,6
1194,8
1195,6
1196,4
1197,6
1198,4
1199,6
1200,3
1201,4
1202,3
1203,2
1204,4
1205,7
1206,4
1207,7
1208,4
1209,4
1210,2
1211,6
1212,2
1213,3
1214,7
1215,6
1216,5
1217,5
1218,5
1219,3
1220,7
1221,4
1222,2
1223,7
1224,6
1225,2
1226,5
1227,3
