height,block_counts
0,8
1,6
2,4
3,7
4,3
5,4
6,2
7,7
8,2
9,8
10,3
11,5
12,5
13,4
14,3
15,3
16,10
17,3
18,8
19,2
20,2
21,3
22,2
23,2
24,4
25,9
26,4
27,1
28,6
29,4
30,1
31,7
32,1
33,5
34,4
35,6
36,1
37,4
38,4
39,5
40,8
41,7
42,6
43,3
44,4
45,4
46,3
47,2
48,2
49,4
50,5
51,5
52,8
53,2
54,3
55,5
56,5
57,6
58,5
59,9
60,4
61,2
62,3
63,5
64,4
65,5
66,6
67,5
68,6
69,5
70,8
71,4
72,4
73,0
74,4
75,2
76,8
77,3
78,6
79,3
80,3
81,2
82,5
83,5
84,1
85,2
86,2
87,4
88,2
89,2
90,4
91,6
92,6
93,6
94,3
95,5
96,2
97,5
98,3
99,6
100,3
101,5
102,4
103,4
104,3
105,3
106,6
107,2
108,2
109,6
110,6
111,4
112,2
113,4
114,3
115,2
116,5
117,5
118,3
119,4
120,5
121,3
122,4
123,3
124,9
125,3
126,7
127,3
128,5
129,1
130,2
131,8
132,2
133,6
134,4
135,2
136,10
137,6
138,4
139,6
140,5
141,3
142,3
143,4
144,5
145,3
146,5
147,4
148,0
149,2
150,3
151,5
152,7
153,7
154,1
155,3
156,3
157,4
158,3
159,2
160,5
161,2
162,6
163,2
164,5
165,5
166,5
167,3
168,4
169,4
170,5
171,4
172,3
173,4
174,7
175,6
176,7
177,1
178,3
179,2
180,2
181,3
182,2
183,5
184,3
185,4
186,6
187,2
188,3
189,4
190,5
191,2
192,4
193,4
194,3
195,2
196,4
197,8
198,6
199,1
200,3
201,2
202,6
203,6
204,2
205,4
206,6
207,4
208,3
209,6
210,4
211,3
212,8
213,3
214,1
215,6
216,1
217,3
218,8
219,5
220,5
221,4
222,5
223,3
224,6
225,1
226,4
227,7
228,6
229,4
230,1
231,4
232,4
233,5
234,5
235,2
236,3
237,5
238,5
239,6
240,3
241,4
242,7
243,6
244,4
245,2
246,1
247,3
248,4
249,5
250,3
251,3
252,3
253,7
254,5
255,2
256,5
257,6
258,2
259,5
260,4
261,4
262,6
263,4
264,3
265,5
266,5
267,5
268,1
269,2
270,3
271,7
272,3
273,7
274,9
275,4
276,4
277,3
278,3
279,3
280,6
281,8
282,2
283,3
284,3
285,6
286,6
287,5
288,3
289,2
290,3
291,5
292,11
293,2
294,5
295,3
296,2
297,2
298,3
299,5
300,5
301,5
302,6
303,3
304,3
305,5
306,1
307,5
308,5
309,1
310,3
311,3
312,4
313,6
314,7
315,2
316,7
317,3
318,3
319,5
320,2
321,6
322,5
323,3
324,4
325,2
326,4
327,5
328,5
329,5
330,0
331,5
332,2
333,1
334,6
335,5
336,2
337,6
338,5
339,1
340,2
341,6
342,6
343,2
344,6
345,6
346,2
347,4
348,5
349,5
350,5
351,4
352,4
353,4
354,6
355,8
356,9
357,6
358,3
359,4
360,2
361,4
362,4
363,5
364,4
365,4
366,2
367,0
368,6
369,7
370,2
371,3
372,5
373,5
374,5
375,5
376,3
377,4
378,3
379,6
380,5
381,5
382,3
383,4
384,5
385,6
386,10
387,5
388,4
389,6
390,8
391,6
392,2
393,8
394,1
395,2
396,3
397,4
398,4
399,6
400,5
401,7
402,4
403,5
404,3
405,6
406,3
407,2
408,4
409,7
410,4
411,5
412,5
413,5
414,7
415,5
416,2
417,7
418,4
419,3
420,1
421,7
422,2
423,4
424,5
425,3
426,5
427,3
428,6
429,8
430,2
431,4
432,3
433,4
434,5
435,5
436,3
437,3
438,3
439,10
440,1
441,3
442,2
443,6
444,6
445,4
446,10
447,2
448,4
449,4
450,5
451,11
452,6
453,8
454,3
455,1
456,4
457,8
458,1
459,2
460,2
461,3
462,3
463,2
464,4
465,6
466,2
467,4
468,4
469,2
470,5
471,3
472,6
473,2
474,2
475,10
476,5
477,0
478,1
479,3
480,5
481,9
482,4
483,6
484,4
485,4
486,6
487,4
488,5
489,1
490,2
491,1
492,5
493,9
494,5
495,6
496,9
497,2
498,7
499,4
500,5
501,8
502,3
503,4
504,2
505,7
506,7
507,5
508,3
509,3
510,2
511,1
512,4
