height,block_counts
0,3
1,7
2,6
3,4
4,5
5,5
6,7
7,2
8,4
9,4
10,4
11,5
12,6
13,3
14,4
15,7
16,8
17,9
18,6
19,4
20,2
21,3
22,5
23,2
24,4
25,3
26,2
27,5
28,4
29,5
30,5
31,4
32,6
33,4
34,8
35,7
36,3
37,1
38,3
39,4
40,2
41,6
42,4
43,2
44,6
45,6
46,2
47,9
48,4
49,3
50,4
51,2
52,6
53,1
54,5
55,4
56,7
57,7
58,2
59,6
60,1
61,2
62,2
63,4
64,6
65,7
66,7
67,7
68,7
69,2
70,4
71,2
72,5
73,8
74,5
75,4
76,7
77,8
78,8
79,4
80,6
81,5
82,2
83,7
84,5
85,5
86,1
87,2
88,1
89,4
90,1
91,6
92,3
93,5
94,5
95,5
96,3
97,2
98,7
99,6
100,5
101,5
102,4
103,3
104,3
105,5
106,4
107,6
108,3
109,8
110,5
111,9
112,5
113,7
114,6
115,5
116,8
117,2
118,4
119,6
120,7
121,2
122,2
123,6
124,4
125,9
126,3
127,2
128,8
129,3
130,3
131,5
132,5
133,10
134,5
135,5
136,6
137,5
138,2
139,6
140,8
141,5
142,4
143,6
144,5
145,2
146,7
147,6
148,2
149,5
150,5
151,2
152,3
153,7
154,6
155,2
156,6
157,6
158,10
159,7
160,2
161,1
162,5
163,1
164,10
165,3
166,8
167,4
168,6
169,4
170,3
171,3
172,2
173,2
174,5
175,2
176,6
177,2
178,7
179,5
180,4
181,6
182,4
183,8
184,7
185,5
186,1
187,3
188,4
189,5
190,3
191,4
192,4
193,3
194,5
195,5
196,3
197,6
198,5
199,6
200,5
201,3
202,3
203,9
204,5
205,5
206,6
207,5
208,3
209,2
210,8
211,3
212,3
213,7
214,4
215,4
216,2
217,5
218,5
219,4
220,10
221,5
222,4
223,4
224,5
225,6
226,0
227,5
228,9
229,8
230,8
231,5
232,6
233,9
234,4
235,3
236,3
237,5
238,7
239,4
240,2
241,6
242,4
243,2
244,2
245,5
246,4
247,4
248,3
249,3
250,5
251,6
252,5
253,4
254,8
255,1
256,4
257,4
258,5
259,1
260,6
261,6
262,3
263,7
264,9
265,4
266,4
267,7
268,4
269,2
270,6
271,2
272,6
273,2
274,2
275,8
276,10
277,3
278,1
279,3
280,4
281,4
282,7
283,5
284,2
285,4
286,6
287,4
288,2
289,5
290,4
291,5
292,6
293,7
294,8
295,7
296,7
297,5
298,8
299,5
300,1
301,1
302,4
303,2
304,4
305,8
306,4
307,7
308,5
309,8
310,6
311,6
312,5
313,6
314,2
315,7
316,3
317,0
318,3
319,6
320,4
321,7
322,7
323,5
324,3
325,6
326,7
327,9
328,3
329,3
330,7
331,5
332,2
333,4
334,7
335,4
336,3
337,7
338,8
339,4
340,4
341,3
342,3
343,5
344,8
345,2
346,6
347,6
348,4
349,1
350,9
351,1
352,4
353,6
354,5
355,8
356,5
357,3
358,5
359,8
360,6
361,6
362,8
363,7
364,6
365,5
366,4
367,6
368,7
369,4
370,3
371,4
372,8
373,6
374,8
375,2
376,3
377,5
378,4
379,4
380,2
381,6
382,6
383,3
384,2
385,4
386,5
387,2
388,5
389,2
390,6
391,6
392,6
393,7
394,4
395,3
396,1
397,4
398,6
399,3
400,8
401,3
402,12
403,2
404,2
405,3
406,2
407,9
408,3
409,7
410,1
411,2
412,6
413,6
414,6
415,7
416,3
417,1
418,6
419,6
420,4
421,8
422,5
423,8
424,4
425,8
426,5
427,7
428,3
429,3
430,3
431,2
432,4
433,4
434,4
435,1
436,8
437,8
438,6
439,5
440,7
441,5
442,5
443,7
444,4
445,3
446,7
447,5
448,5
449,2
450,4
451,5
452,3
453,2
454,8
455,1
456,6
457,2
458,5
459,7
460,8
461,4
462,5
463,4
464,2
465,8
466,5
467,6
468,9
469,2
470,3
471,4
472,5
473,7
474,5
475,8
476,7
477,2
478,4
479,4
480,4
481,4
482,2
483,3
484,5
485,7
486,4
487,7
488,3
489,3
490,1
491,4
492,3
493,3
494,6
495,3
496,5
497,4
498,5
499,3
500,6
501,7
502,8
503,3
504,2
505,2
506,7
507,5
508,4
509,1
510,1
511,2
512,7
513,2
514,4
515,3
516,5
517,4
518,9
519,7
520,5
521,5
522,2
523,5
524,6
525,8
526,7
527,4
528,3
529,7
530,5
531,4
532,7
533,6
534,2
535,4
536,0
537,7
538,3
539,4
540,5
541,6
542,3
543,10
544,3
545,7
546,9
547,3
548,11
549,8
550,8
551,3
552,2
553,5
554,4
555,5
556,5
557,6
558,7
559,5
560,5
561,3
562,2
563,9
564,2
565,1
566,1
567,1
568,6
569,4
570,3
571,4
572,7
573,8
574,7
575,4
576,4
577,4
578,5
579,4
580,6
581,5
582,6
583,5
584,10
585,4
586,5
587,7
588,6
589,4
590,4
591,6
592,1
593,4
594,3
595,5
596,8
597,0
598,2
599,4
600,9
601,2
602,3
603,6
604,2
605,2
606,6
607,6
608,5
609,5
610,7
611,2
612,4
613,2
614,5
615,9
616,4
617,4
618,8
619,5
620,3
621,5
