height,block_counts
0,4
1,7
2,3
3,6
4,7
5,3
6,5
7,3
8,3
9,7
10,7
11,1
12,7
13,6
14,2
15,2
16,5
17,4
18,2
19,3
20,7
21,5
22,6
23,6
24,4
25,3
26,8
27,3
28,3
29,4
30,2
31,3
32,4
33,2
34,3
35,4
36,1
37,4
38,4
39,8
40,5
41,5
42,6
43,3
44,2
45,1
46,5
47,5
48,5
49,5
50,5
51,3
52,6
53,2
54,3
55,5
56,5
57,3
58,5
59,5
60,4
61,3
62,0
63,10
64,2
65,2
66,2
67,3
68,3
69,3
70,1
71,0
72,4
73,3
74,3
75,3
76,2
77,5
78,2
79,2
80,3
81,2
82,3
83,2
84,6
85,4
86,2
87,3
88,7
89,2
90,1
91,7
92,5
93,2
94,1
95,5
96,5
97,6
98,6
99,5
100,8
101,2
102,5
103,5
104,5
105,3
106,6
107,2
108,4
109,4
110,2
111,3
112,7
113,2
114,4
115,6
116,8
117,1
118,5
119,3
120,3
121,4
122,2
123,1
124,2
125,6
126,7
127,6
128,1
129,6
130,3
131,3
132,8
133,7
134,4
135,1
136,6
137,3
138,3
139,3
140,5
141,2
142,2
143,6
144,7
145,6
146,3
147,6
148,1
149,2
150,0
151,6
152,4
153,10
154,6
155,1
156,3
157,3
158,2
159,6
160,3
161,7
162,7
163,9
164,5
165,5
166,3
167,3
168,2
169,3
170,1
171,7
172,5
173,3
174,3
175,6
176,2
177,6
178,6
179,4
180,5
181,7
182,4
183,6
184,4
185,3
186,3
187,4
188,5
189,5
190,5
191,2
192,4
193,4
194,3
195,5
196,4
197,3
198,9
199,3
200,3
201,7
202,2
203,2
204,3
205,2
206,3
207,6
208,3
209,2
210,6
211,3
212,4
213,7
214,4
215,4
216,4
217,5
218,8
219,4
220,6
221,6
222,3
223,4
224,3
225,6
226,7
227,5
228,3
229,5
230,1
231,3
232,3
233,5
234,3
235,7
236,5
237,7
238,4
239,4
240,3
241,6
242,5
243,2
244,5
245,3
246,5
247,5
248,5
249,1
250,4
251,2
252,5
253,3
254,8
255,7
256,8
257,3
258,1
259,2
260,4
261,3
262,3
263,1
264,5
265,4
266,4
267,3
268,9
269,4
270,6
271,2
272,4
273,3
274,3
275,4
276,2
277,5
278,6
279,3
280,4
281,6
282,2
283,4
284,3
285,4
286,2
287,2
288,9
289,5
290,5
291,7
292,5
293,3
294,6
295,7
296,4
297,2
298,7
299,2
300,9
301,3
302,1
303,3
304,3
305,5
306,3
307,5
308,6
309,5
310,4
311,6
312,2
313,3
314,4
315,2
316,5
317,6
318,3
319,2
320,4
321,5
322,2
323,4
324,4
325,6
326,1
327,3
328,8
329,5
330,3
331,2
332,5
333,8
334,5
335,2
336,1
337,5
338,2
339,4
340,4
341,9
342,5
343,4
344,2
345,4
346,3
347,2
348,2
349,3
350,2
351,2
352,8
353,4
354,4
355,4
356,2
357,8
358,4
359,5
360,2
361,6
362,0
363,1
364,6
365,6
366,3
367,4
368,1
369,3
370,7
371,7
372,1
373,7
374,5
375,4
376,7
377,4
378,2
379,3
380,3
381,4
382,4
383,5
384,4
385,7
386,7
387,2
388,3
389,2
390,3
391,5
392,4
393,2
394,4
395,2
396,7
397,4
398,4
399,11
400,1
401,0
402,6
403,3
404,1
405,2
406,3
407,1
408,4
409,4
410,2
