height,block_counts
0,2
1,6
2,3
3,1
4,4
5,8
6,1
7,3
8,5
9,5
10,7
11,3
12,2
13,4
14,9
15,3
16,5
17,6
18,4
19,5
20,6
21,3
22,7
23,5
24,4
25,5
26,6
27,6
28,6
29,7
30,3
31,6
32,7
33,10
34,6
35,4
36,2
37,5
38,4
39,7
40,6
41,6
42,8
43,5
44,7
45,7
46,2
47,9
48,4
49,9
50,3
51,4
52,8
53,4
54,7
55,7
56,6
57,6
58,2
59,2
60,3
61,4
62,6
63,3
64,4
65,5
66,2
67,6
68,2
69,6
70,4
71,5
72,3
73,4
74,5
75,1
76,3
77,5
78,2
79,2
80,5
81,4
82,7
83,7
84,4
85,4
86,5
87,4
88,2
89,5
90,5
91,3
92,5
93,6
94,4
95,5
96,5
97,2
98,7
99,6
100,8
101,2
102,5
103,4
104,3
105,4
106,8
107,1
108,0
109,6
110,5
111,7
112,6
113,4
114,7
115,3
116,4
117,2
118,4
119,9
120,5
121,6
122,4
123,6
124,3
125,2
126,3
127,8
128,6
129,4
130,3
131,6
132,2
133,4
134,5
135,6
136,2
137,4
138,6
139,2
140,3
141,7
142,1
143,4
144,2
145,5
146,5
147,8
148,3
149,5
150,4
151,7
152,6
153,5
154,6
155,4
156,0
157,4
158,6
159,7
160,5
161,4
162,5
163,4
164,4
165,3
166,3
167,5
168,6
169,2
170,4
171,3
172,6
173,3
174,4
175,5
176,5
177,3
178,5
179,5
180,4
181,1
182,6
183,2
184,4
185,5
186,8
187,2
188,9
189,4
190,1
191,4
192,0
193,10
194,1
195,10
196,5
197,3
198,4
199,3
200,5
201,5
202,5
203,3
204,4
205,1
206,7
207,1
208,4
209,5
210,4
211,5
212,3
213,10
214,7
215,1
216,8
217,0
218,1
219,3
220,5
221,4
222,8
223,1
224,4
225,6
226,4
227,3
228,2
229,5
230,4
231,6
232,4
233,8
234,1
235,2
236,9
237,3
238,3
239,7
240,2
241,5
242,6
243,5
244,2
245,3
246,4
247,4
248,7
249,5
250,4
251,6
252,9
253,8
254,2
255,6
256,4
257,5
258,6
259,4
260,3
261,3
262,4
263,6
264,3
265,5
266,5
267,4
268,4
269,5
270,4
271,3
272,1
273,2
274,3
275,2
276,4
277,5
278,5
279,4
280,6
281,8
282,4
283,7
284,3
285,6
286,5
287,4
288,6
289,5
290,3
291,4
292,1
293,2
294,2
295,4
296,4
297,5
298,1
299,6
300,7
301,4
302,3
303,0
304,8
305,3
306,4
307,4
308,4
309,6
310,7
311,4
312,5
313,5
314,3
315,3
316,6
317,3
318,10
319,3
320,6
321,8
322,5
323,4
324,5
325,7
326,1
327,3
328,7
329,4
330,3
331,2
332,6
333,5
334,9
335,5
336,5
337,8
338,4
339,9
340,4
341,4
342,7
343,4
344,3
345,3
346,4
347,11
348,7
349,6
350,6
351,4
352,6
353,6
354,6
355,1
356,10
357,4
358,2
359,1
360,8
361,3
362,9
363,3
364,4
365,4
366,0
367,4
368,1
369,4
370,3
371,7
372,6
373,4
374,4
375,5
376,4
377,6
378,7
379,4
380,3
381,5
382,3
383,5
384,8
385,3
386,7
387,2
388,4
389,5
390,2
391,9
392,3
393,5
394,6
395,14
396,6
397,1
398,6
399,5
400,3
401,4
402,4
403,7
404,6
405,1
406,7
407,0
408,4
409,7
410,1
411,6
412,6
413,1
414,8
415,5
416,2
417,2
418,5
419,5
420,8
421,3
422,4
423,8
424,1
425,5
426,2
427,7
428,3
429,4
430,4
431,2
432,1
433,4
434,4
435,6
436,7
437,2
438,5
439,9
440,8
441,6
442,1
443,5
444,6
445,7
446,2
447,4
448,5
449,6
450,5
451,5
452,1
453,4
454,2
455,8
456,4
457,8
458,5
459,6
460,3
461,3
462,5
463,0
464,4
465,5
466,6
467,7
468,3
469,6
470,4
471,2
472,3
473,5
474,1
475,6
476,3
477,5
478,7
479,6
480,7
481,9
482,3
483,5
484,1
485,3
486,5
487,2
488,2
489,4
490,6
491,2
492,7
493,6
494,2
495,2
496,4
497,3
498,4
499,5
500,2
501,7
502,3
503,1
504,7
505,6
506,3
507,4
508,5
509,3
510,2
511,8
512,5
513,7
514,3
515,7
516,3
517,7
518,7
519,1
520,4
521,4
522,6
523,5
524,8
525,7
526,3
527,2
528,5
529,8
530,4
531,6
532,3
533,2
534,1
535,6
536,4
537,4
538,1
539,7
540,7
541,4
542,5
543,8
544,3
545,6
546,1
547,7
548,4
549,8
550,4
551,4
552,4
553,6
554,6
555,5
556,4
557,2
558,5
559,5
560,8
561,5
562,6
563,9
564,3
565,8
566,3
567,5
568,2
569,3
570,6
571,4
572,1
573,6
574,3
575,9
576,5
577,2
578,4
579,5
580,10
581,6
582,5
583,4
584,7
585,3
586,3
587,2
588,5
589,1
590,4
591,6
592,5
593,3
594,5
595,6
596,7
597,3
598,5
599,4
600,4
601,2
602,4
603,6
604,1
605,5
606,3
607,4
608,3
609,4
610,3
611,2
612,5
613,3
614,5
615,3
616,3
617,8
618,4
619,6
620,8
621,3
622,9
623,7
624,5
625,4
626,6
627,5
628,3
629,4
630,6
631,8
632,5
633,4
634,5
635,1
636,2
637,7
638,11
639,7
640,6
641,4
642,3
643,3
644,9
645,9
646,3
647,6
648,3
649,4
650,4
651,4
652,8
653,2
654,7
655,3
656,5
657,3
658,3
659,4
660,7
661,3
662,2
663,4
664,0
665,3
666,4
667,2
668,6
669,7
670,4
671,2
672,5
673,4
674,4
675,2
676,6
677,6
678,4
679,3
680,5
681,5
682,2
683,4
684,6
685,3
686,7
687,7
688,2
689,4
690,4
691,5
692,3
693,2
694,8
695,3
696,6
697,4
698,4
699,3
700,4
701,3
702,8
703,4
704,7
705,2
706,4
707,7
708,6
709,2
710,8
711,3
712,3
713,3
714,4
715,3
716,2
717,3
718,2
719,1
720,2
721,9
722,6
723,4
724,4
725,5
726,4
727,6
728,4
729,1
730,2
731,4
732,8
733,4
734,1
735,3
736,3
737,2
738,6
739,4
740,6
741,5
742,6
743,1
744,1
745,6
746,2
747,4
748,2
749,8
750,5
751,3
752,4
753,4
754,8
755,7
756,6
757,3
758,3
759,5
760,4
761,3
762,3
763,6
764,3
765,7
766,3
767,0
768,7
769,4
770,5
771,4
772,6
773,4
774,5
775,4
776,7
777,5
778,6
779,5
780,5
781,2
782,5
783,5
784,5
785,7
786,4
787,4
788,4
789,9
790,4
791,7
792,2
793,6
794,5
795,3
796,7
797,3
798,7
799,4
800,3
801,4
802,2
803,1
804,5
805,4
806,6
807,5
808,2
809,3
810,2
811,4
812,1
813,3
814,9
815,8
816,4
817,7
818,4
819,4
820,5
821,7
822,5
823,3
824,2
825,1
826,6
827,5
828,3
829,5
830,7
831,6
832,7
833,5
834,5
835,7
836,4
837,2
838,7
839,3
840,4
841,2
842,3
843,3
844,3
845,4
846,4
847,2
848,7
849,4
850,9
851,3
852,8
853,4
854,6
855,5
856,2
857,11
858,3
859,6
860,6
861,2
862,6
863,6
864,5
865,2
866,3
867,5
868,4
869,4
870,8
871,8
872,5
873,4
874,2
875,11
876,2
877,5
878,8
879,3
880,4
881,6
882,7
883,4
884,3
885,4
886,5
887,6
888,6
889,3
890,4
891,4
892,5
893,3
894,8
895,2
896,5
897,4
898,8
899,7
900,9
901,8
902,1
903,4
904,3
905,8
906,7
907,11
908,4
909,2
910,6
911,5
912,4
913,3
914,3
915,5
916,6
917,5
918,4
919,8
920,4
921,1
922,7
923,3
924,4
925,2
926,3
927,1
928,3
929,4
930,3
931,3
932,3
933,3
934,5
935,8
936,4
937,2
938,3
939,2
940,10
941,6
942,7
943,9
944,1
945,4
946,4
947,4
948,5
949,3
950,3
951,0
952,4
953,7
954,6
955,2
956,0
957,5
958,5
959,4
960,2
961,9
962,3
963,7
964,4
965,7
966,3
967,5
968,7
969,4
970,2
971,5
972,5
973,6
974,4
975,7
976,5
977,5
978,5
979,3
980,5
981,4
982,4
983,6
984,1
985,5
986,4
987,8
988,4
989,3
990,14
991,5
992,6
993,7
994,2
995,3
996,4
997,8
998,5
999,6
1000,11
1001,6
1002,2
1003,4
1004,1
1005,5
1006,8
1007,3
1008,6
1009,6
1010,5
1011,4
1012,3
1013,8
1014,2
1015,5
1016,4
1017,4
1018,1
1019,8
1020,0
1021,2
1022,3
1023,7
1024,4
1025,3
1026,4
1027,4
1028,7
1029,4
1030,8
1031,5
1032,7
1033,6
1034,5
1035,2
1036,5
1037,6
1038,3
1039,5
1040,2
1041,2
1042,7
1043,6
1044,6
1045,5
1046,4
1047,3
1048,9
1049,1
1050,4
1051,3
1052,4
1053,8
1054,6
1055,9
1056,7
1057,3
1058,2
1059,4
1060,5
1061,3
1062,5
1063,3
1064,3
1065,5
1066,1
1067,6
1068,4
1069,10
1070,5
1071,4
1072,6
1073,3
1074,3
1075,6
1076,2
1077,3
1078,3
1079,5
1080,5
1081,2
1082,5
1083,3
1084,6
1085,0
1086,8
1087,4
1088,4
1089,8
1090,1
1091,4
1092,2
1093,4
1094,8
1095,6
1096,3
1097,11
1098,2
1099,4
1100,9
1101,4
1102,8
1103,3
1104,3
1105,3
1106,5
1107,2
1108,9
1109,5
1110,3
1111,3
1112,2
1113,3
1114,4
1115,4
1116,5
1117,5
1118,5
1119,5
1120,1
1121,4
1122,2
1123,7
1124,2
1125,6
1126,3
1127,4
1128,6
1129,8
1130,0
1131,6
1132,3
1133,7
1134,4
1135,7
1136,3
1137,4
1138,6
1139,5
1140,3
1141,3
1142,6
1143,2
1144,5
1145,4
1146,2
1147,1
1148,6
1149,5
1150,3
1151,5
1152,5
1153,1
1154,4
1155,4
1156,2
1157,10
1158,3
1159,4
1160,3
1161,8
1162,4
1163,2
1164,4
1165,6
1166,5
1167,6
1168,3
1169,9
1170,6
1171,7
1172,7
1173,1
1174,2
1175,6
1176,8
1177,9
1178,6
1179,5
1180,4
1181,4
1182,2
1183,11
1184,3
1185,4
1186,4
1187,1
1188,6
1189,5
1190,5
1191,6
1192,3
1193,4
1194,6
1195,5
1196,7
1197,3
1198,5
1199,2
1200,4
1201,6
1202,4
1203,8
1204,6
1205,3
1206,4
1207,1
1208,6
1209,2
1210,3
1211,2
1212,4
1213,3
1214,2
1215,5
1216,2
1217,5
1218,6
1219,7
1220,7
1221,7
1222,2
1223,6
1224,3
1225,3
1226,7
1227,1
1228,4
1229,5
1230,3
1231,5
1232,6
1233,6
1234,3
1235,3
1236,2
1237,9
1238,1
1239,5
1240,9
1241,4
1242,5
1243,3
1244,0
1245,3
1246,4
1247,8
1248,5
1249,6
1250,5
1251,7
1252,6
1253,3
1254,6
1255,4
1256,7
1257,4
1258,3
1259,4
1260,4
1261,4
1262,4
1263,3
1264,3
1265,2
1266,5
1267,10
1268,4
1269,6
1270,4
1271,4
1272,4
1273,8
1274,3
1275,5
1276,10
1277,3
1278,3
1279,8
1280,2
1281,4
1282,3
1283,5
1284,3
1285,3
1286,0
1287,4
1288,4
1289,4
1290,3
1291,4
1292,7
1293,1
1294,6
1295,6
1296,5
1297,5
1298,7
1299,4
1300,8
1301,6
1302,7
1303,1
1304,2
1305,3
1306,3
1307,4
1308,5
1309,2
1310,3
1311,6
1312,7
1313,3
1314,5
1315,4
1316,3
1317,5
1318,8
1319,1
1320,6
1321,5
1322,6
1323,4
1324,5
1325,3
1326,6
1327,4
1328,4
1329,6
1330,4
1331,2
1332,7
1333,5
1334,6
1335,4
1336,5
1337,3
1338,3
1339,3
1340,9
1341,9
1342,8
1343,5
1344,9
1345,4
1346,6
1347,2
1348,5
1349,6
1350,5
1351,5
1352,3
1353,3
1354,8
1355,1
1356,4
1357,4
1358,3
1359,7
1360,7
1361,5
1362,4
1363,7
1364,7
1365,4
1366,7
1367,7
1368,2
1369,2
1370,7
1371,1
1372,3
1373,4
1374,10
1375,8
1376,6
1377,5
1378,3
1379,3
1380,9
1381,3
1382,5
1383,6
1384,9
1385,5
1386,7
1387,4
1388,3
1389,2
1390,2
1391,5
1392,4
1393,4
1394,5
1395,4
1396,7
1397,2
1398,4
1399,7
1400,5
1401,4
1402,2
1403,6
1404,7
1405,6
1406,6
1407,8
1408,7
1409,2
1410,1
1411,4
1412,4
1413,4
1414,3
1415,6
1416,3
1417,2
1418,3
1419,4
1420,5
1421,5
1422,7
1423,6
1424,6
1425,8
1426,3
1427,5
1428,2
1429,3
1430,5
1431,8
1432,10
1433,7
1434,6
1435,4
1436,4
1437,6
1438,3
1439,3
1440,7
1441,2
1442,7
1443,3
1444,3
1445,5
1446,4
1447,3
1448,3
1449,4
1450,3
1451,3
1452,1
1453,6
1454,6
1455,4
1456,2
1457,5
1458,1
1459,8
1460,8
1461,3
1462,7
1463,5
1464,4
1465,6
1466,2
1467,6
1468,5
1469,3
1470,4
1471,7
1472,6
1473,3
1474,4
1475,2
1476,2
1477,6
1478,6
1479,5
1480,5
1481,9
1482,1
1483,11
1484,4
1485,2
1486,4
1487,10
1488,3
1489,5
1490,2
1491,5
1492,3
1493,5
1494,7
1495,2
1496,6
1497,5
1498,7
1499,4
1500,5
1501,2
1502,5
1503,8
1504,4
1505,1
1506,6
1507,3
1508,3
1509,3
1510,6
1511,7
1512,2
1513,2
1514,6
1515,4
1516,2
1517,5
1518,4
1519,7
1520,6
1521,6
1522,5
1523,7
1524,3
1525,4
1526,4
1527,5
1528,3
1529,4
1530,4
1531,5
1532,7
1533,6
1534,4
1535,4
1536,6
1537,1
1538,2
1539,5
1540,4
1541,4
1542,7
1543,2
1544,6
1545,2
1546,5
1547,6
1548,4
1549,4
1550,8
1551,2
1552,3
1553,4
1554,2
1555,7
1556,5
1557,6
1558,3
1559,6
1560,10
1561,6
1562,2
1563,5
1564,5
1565,10
1566,2
1567,1
1568,8
1569,4
1570,2
1571,5
1572,5
1573,5
1574,2
1575,3
1576,2
1577,4
1578,3
1579,5
1580,3
1581,2
1582,6
1583,4
1584,2
1585,6
1586,4
1587,2
1588,2
1589,5
1590,0
1591,4
1592,3
1593,7
1594,3
1595,6
1596,5
1597,5
1598,8
1599,7
1600,3
1601,4
1602,3
1603,6
1604,6
